<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.01.29	15:15:00	5384.628	5386.830	5094.978	5191.405	40151	0	160
2026.01.29	15:30:00	5191.282	5257.786	5105.202	5121.755	41737	0	160
2026.01.29	15:45:00	5121.709	5210.942	5117.024	5182.855	29902	0	160
2026.01.29	16:00:00	5182.807	5276.863	5171.927	5273.851	27348	0	160
2026.01.29	16:15:00	5274.100	5297.004	5235.856	5290.052	23829	0	160
2026.01.29	16:30:00	5289.809	5311.274	5245.246	5272.857	20796	0	160
2026.01.29	16:45:00	5273.091	5278.049	5228.582	5264.023	19952	0	160
2026.01.29	17:00:00	5264.077	5298.808	5264.077	5296.633	17497	0	160
2026.01.29	17:15:00	5296.781	5368.047	5294.803	5362.846	20599	0	160
2026.01.29	17:30:00	5362.768	5375.470	5338.985	5368.604	16353	0	160
2026.01.29	17:45:00	5368.679	5371.477	5314.731	5335.335	16354	0	160
2026.01.29	18:00:00	5335.399	5359.005	5330.680	5355.318	13319	0	160
2026.01.29	18:15:00	5355.402	5359.123	5307.915	5330.416	17046	0	160
2026.01.29	18:30:00	5330.329	5360.840	5322.397	5341.815	14048	0	160
2026.01.29	18:45:00	5341.749	5362.127	5336.664	5339.037	12174	0	160
2026.01.29	19:00:00	5339.098	5345.262	5304.199	5306.695	15859	0	160
2026.01.29	19:15:00	5306.738	5332.558	5305.247	5318.324	14399	0	160
2026.01.29	19:30:00	5318.491	5327.469	5290.220	5316.902	14181	0	160
2026.01.29	19:45:00	5317.107	5325.366	5299.460	5305.702	10859	0	160
2026.01.29	20:00:00	5305.771	5310.542	5282.864	5296.272	10654	0	160
2026.01.29	20:15:00	5296.156	5325.841	5290.171	5318.114	8165	0	160
2026.01.29	20:30:00	5318.287	5358.099	5310.137	5354.573	9579	0	160
2026.01.29	20:45:00	5354.653	5407.072	5353.712	5394.512	14022	0	160
2026.01.29	21:00:00	5394.432	5406.012	5383.023	5398.510	8367	0	160
2026.01.29	21:15:00	5398.453	5426.018	5388.869	5411.796	7925	0	160
2026.01.29	21:30:00	5411.772	5412.472	5378.964	5383.489	7125	0	160
2026.01.29	21:45:00	5383.513	5398.244	5374.608	5377.505	6464	0	160
2026.01.29	23:00:00	5400.815	5448.551	5394.868	5422.144	12642	0	160
2026.01.29	23:15:00	5422.113	5428.296	5388.252	5416.749	12351	0	160
2026.01.29	23:30:00	5416.712	5439.216	5406.841	5438.444	7172	0	160
2026.01.29	23:45:00	5438.416	5448.154	5428.713	5438.589	8137	0	160
2026.01.30	00:00:00	5438.551	5450.917	5431.740	5444.971	10508	0	160
2026.01.30	00:15:00	5445.051	5450.752	5418.943	5426.689	14008	0	160
2026.01.30	00:30:00	5426.732	5436.420	5405.502	5411.605	16987	0	160
2026.01.30	00:45:00	5411.525	5420.973	5389.899	5407.029	14842	0	160
2026.01.30	01:00:00	5407.098	5409.744	5301.552	5310.001	41862	0	160
2026.01.30	01:15:00	5310.050	5363.628	5306.355	5357.293	30936	0	160
2026.01.30	01:30:00	5357.255	5372.996	5344.991	5349.783	25721	0	160
2026.01.30	01:45:00	5349.696	5349.696	5291.364	5301.712	32366	0	160
2026.01.30	02:00:00	5301.612	5312.813	5195.527	5212.382	62462	0	160
2026.01.30	02:15:00	5212.323	5214.539	5112.046	5171.983	81926	0	160
2026.01.30	02:30:00	5171.955	5230.578	5139.607	5216.617	56573	0	160
2026.01.30	02:45:00	5216.576	5246.354	5202.097	5224.736	35891	0	160
2026.01.30	03:00:00	5224.776	5229.903	5166.976	5181.613	32735	0	160
2026.01.30	03:15:00	5181.540	5206.424	5172.540	5199.679	23644	0	160
2026.01.30	03:30:00	5199.510	5222.031	5153.005	5154.680	30352	0	160
2026.01.30	03:45:00	5154.633	5199.821	5150.709	5196.526	25529	0	160
2026.01.30	04:00:00	5196.478	5225.588	5193.790	5214.675	18957	0	160
2026.01.30	04:15:00	5214.664	5230.854	5198.696	5210.551	18088	0	160
2026.01.30	04:30:00	5210.528	5227.031	5202.465	5204.102	13947	0	160
2026.01.30	04:45:00	5204.059	5216.985	5200.183	5214.833	9970	0	160
2026.01.30	05:00:00	5214.812	5224.862	5203.593	5224.658	10986	0	160
2026.01.30	05:15:00	5224.706	5241.626	5223.535	5230.257	14389	0	160
2026.01.30	05:30:00	5230.205	5239.882	5213.183	5232.086	18623	0	160
2026.01.30	05:45:00	5232.026	5235.362	5180.053	5184.933	17200	0	160
2026.01.30	06:00:00	5184.829	5205.354	5174.716	5190.984	21133	0	160
2026.01.30	06:15:00	5191.018	5198.113	5156.853	5157.118	21933	0	160
2026.01.30	06:30:00	5157.177	5179.562	5152.656	5158.104	18908	0	160
2026.01.30	06:45:00	5158.133	5172.014	5145.544	5155.947	22076	0	160
2026.01.30	07:00:00	5155.924	5186.683	5124.007	5174.191	23865	0	160
2026.01.30	07:15:00	5174.217	5185.590	5165.552	5175.075	16132	0	160
2026.01.30	07:30:00	5175.016	5178.744	5117.640	5147.037	28602	0	160
2026.01.30	07:45:00	5147.071	5184.988	5142.909	5181.158	20294	0	160
2026.01.30	08:00:00	5181.197	5181.197	5140.739	5145.650	21751	0	160
2026.01.30	08:15:00	5145.694	5170.565	5133.020	5152.481	18986	0	160
2026.01.30	08:30:00	5152.533	5154.964	5055.990	5096.405	46099	0	160
2026.01.30	08:45:00	5096.327	5128.803	5091.394	5117.270	25511	0	160
2026.01.30	09:00:00	5117.257	5132.831	5014.394	5028.052	42176	0	160
2026.01.30	09:15:00	5028.025	5070.317	5020.845	5028.571	43121	0	160
2026.01.30	09:30:00	5028.524	5068.842	4976.680	4976.817	46358	0	160
2026.01.30	09:45:00	4976.709	5030.284	4940.267	5013.641	69632	0	160
2026.01.30	10:00:00	5013.546	5053.479	5001.005	5039.088	31941	0	160
2026.01.30	10:15:00	5039.047	5076.415	5032.072	5059.699	28638	0	160
2026.01.30	10:30:00	5059.769	5093.407	5054.714	5077.977	24220	0	160
2026.01.30	10:45:00	5077.941	5122.632	5076.448	5119.731	23503	0	160
2026.01.30	11:00:00	5119.702	5126.972	5090.097	5120.388	21278	0	160
2026.01.30	11:15:00	5120.428	5130.122	5105.556	5124.562	16574	0	160
2026.01.30	11:30:00	5124.605	5137.824	5118.217	5120.993	12899	0	160
2026.01.30	11:45:00	5121.029	5144.841	5089.722	5136.070	23982	0	160
2026.01.30	12:00:00	5136.083	5145.942	5121.306	5129.297	17826	0	160
2026.01.30	12:15:00	5129.225	5140.397	5109.704	5119.847	18405	0	160
2026.01.30	12:30:00	5119.886	5136.252	5103.194	5114.119	19360	0	160
2026.01.30	12:45:00	5114.147	5116.050	5055.443	5064.755	41782	0	160
2026.01.30	13:00:00	5064.573	5099.942	5054.221	5076.274	32674	0	160
2026.01.30	13:15:00	5076.243	5076.778	5014.122	5027.574	36746	0	160
2026.01.30	13:30:00	5027.304	5048.560	5011.342	5038.117	29804	0	160
2026.01.30	13:45:00	5038.089	5038.089	4991.925	5019.419	34706	0	160
2026.01.30	14:00:00	5019.451	5073.500	5017.418	5052.829	38541	0	160
2026.01.30	14:15:00	5052.907	5087.632	5040.914	5072.258	31470	0	160
2026.01.30	14:30:00	5072.224	5113.531	5056.384	5081.169	45882	0	160
2026.01.30	14:45:00	5081.183	5097.660	5014.364	5033.129	22819	0	160
2026.01.30	15:00:00	5033.159	5045.878	4980.398	5027.434	30002	0	160
2026.01.30	15:15:00	5027.487	5060.295	5027.196	5045.595	23240	0	160
2026.01.30	15:30:00	5045.622	5073.470	5040.043	5059.208	22955	0	160
2026.01.30	15:45:00	5059.183	5074.023	5038.504	5050.472	19172	0	160
2026.01.30	16:00:00	5050.591	5051.665	5016.233	5030.413	17526	0	160
2026.01.30	16:15:00	5030.490	5035.244	4987.420	4995.762	21768	0	160
2026.01.30	16:30:00	4995.699	5017.303	4959.155	5010.514	22310	0	160
2026.01.30	16:45:00	5010.544	5014.530	4942.016	4985.151	26512	0	160
2026.01.30	17:00:00	4985.097	4986.077	4899.335	4914.874	26768	0	160
2026.01.30	17:15:00	4914.996	4940.573	4899.316	4925.890	26634	0	160
2026.01.30	17:30:00	4925.942	4925.942	4838.910	4859.704	24948	0	160
2026.01.30	17:45:00	4859.785	4879.115	4801.109	4849.938	26276	0	160
2026.01.30	18:00:00	4849.876	4890.146	4786.682	4808.622	28518	0	160
2026.01.30	18:15:00	4808.652	4818.242	4693.457	4742.628	34587	0	160
2026.01.30	18:30:00	4742.659	4785.680	4682.526	4780.372	33309	0	160
2026.01.30	18:45:00	4780.335	4894.437	4773.552	4880.742	53504	0	160
2026.01.30	19:00:00	4880.798	4918.403	4871.868	4889.780	26056	0	160
2026.01.30	19:15:00	4889.834	4901.232	4840.093	4893.096	20936	0	160
2026.01.30	19:30:00	4893.187	4930.156	4881.149	4926.468	17214	0	160
2026.01.30	19:45:00	4926.427	4947.852	4907.970	4932.661	15131	0	160
2026.01.30	20:00:00	4932.701	4932.995	4879.005	4899.476	20157	0	160
2026.01.30	20:15:00	4899.438	4913.996	4880.424	4890.598	13207	0	160
2026.01.30	20:30:00	4890.536	4894.301	4844.058	4861.768	18261	0	160
2026.01.30	20:45:00	4861.801	4879.592	4809.015	4847.569	17978	0	160
2026.01.30	21:00:00	4847.449	4863.362	4831.736	4840.316	9778	0	160
2026.01.30	21:15:00	4840.209	4890.155	4836.533	4874.621	8307	0	160
2026.01.30	21:30:00	4874.582	4881.621	4850.152	4860.735	6792	0	160
2026.01.30	21:45:00	4860.772	4892.929	4856.989	4891.496	6874	0	160
2026.02.01	23:00:00	4793.519	4819.788	4712.969	4741.669	4356	0	160
2026.02.01	23:15:00	4741.699	4758.858	4697.912	4727.377	18697	0	160
2026.02.01	23:30:00	4727.203	4788.746	4715.245	4774.557	9096	0	320
2026.02.01	23:45:00	4774.613	4777.927	4725.733	4741.718	8861	0	320
2026.02.02	00:00:00	4741.860	4845.907	4740.112	4845.494	16057	0	160
2026.02.02	00:15:00	4845.422	4884.887	4827.221	4846.802	21281	0	160
2026.02.02	00:30:00	4846.848	4847.455	4795.207	4804.443	19638	0	160
2026.02.02	00:45:00	4804.286	4807.597	4760.060	4766.874	16341	0	160
2026.02.02	01:00:00	4766.944	4784.840	4585.300	4643.499	29453	0	160
2026.02.02	01:15:00	4643.475	4710.026	4642.670	4696.851	31494	0	160
2026.02.02	01:30:00	4697.078	4740.182	4667.547	4714.774	25322	0	160
2026.02.02	01:45:00	4714.906	4750.108	4704.595	4737.049	18843	0	160
2026.02.02	02:00:00	4736.934	4749.518	4698.503	4731.683	21967	0	160
2026.02.02	02:15:00	4731.597	4745.921	4714.919	4738.292	15299	0	160
2026.02.02	02:30:00	4738.254	4773.019	4735.645	4764.692	14022	0	160
2026.02.02	02:45:00	4764.599	4764.599	4698.051	4711.097	18448	0	160
2026.02.02	03:00:00	4711.019	4728.409	4690.762	4692.401	15866	0	160
2026.02.02	03:15:00	4692.458	4729.494	4659.291	4696.162	16216	0	160
2026.02.02	03:30:00	4696.319	4700.534	4630.285	4665.247	22293	0	160
2026.02.02	03:45:00	4665.312	4694.564	4639.443	4646.633	18264	0	160
2026.02.02	04:00:00	4646.495	4663.739	4603.508	4661.880	19580	0	160
2026.02.02	04:15:00	4662.009	4705.200	4660.546	4671.178	13878	0	160
2026.02.02	04:30:00	4671.248	4699.990	4657.695	4688.577	14167	0	160
2026.02.02	04:45:00	4688.626	4713.526	4672.390	4679.776	12919	0	160
2026.02.02	05:00:00	4679.705	4696.844	4649.481	4662.106	14260	0	160
2026.02.02	05:15:00	4662.081	4674.501	4649.381	4658.272	11552	0	160
2026.02.02	05:30:00	4658.340	4658.418	4573.158	4575.983	23910	0	160
2026.02.02	05:45:00	4576.022	4579.556	4498.097	4549.457	29829	0	160
2026.02.02	06:00:00	4549.479	4573.619	4521.087	4535.570	22259	0	160
2026.02.02	06:15:00	4535.503	4549.783	4433.481	4486.630	28422	0	160
2026.02.02	06:30:00	4486.672	4501.035	4402.065	4452.925	27855	0	160
2026.02.02	06:45:00	4453.000	4523.382	4430.420	4504.763	26429	0	160
2026.02.02	07:00:00	4504.987	4554.554	4484.754	4537.130	20197	0	160
2026.02.02	07:15:00	4537.157	4574.967	4523.744	4560.196	20807	0	160
2026.02.02	07:30:00	4560.335	4592.281	4524.856	4583.023	14765	0	160
2026.02.02	07:45:00	4582.996	4619.114	4582.063	4587.075	12219	0	160
2026.02.02	08:00:00	4587.184	4628.382	4561.465	4610.487	17212	0	160
2026.02.02	08:15:00	4610.499	4649.683	4601.010	4646.439	12670	0	160
2026.02.02	08:30:00	4646.476	4650.107	4607.575	4641.525	13931	0	160
2026.02.02	08:45:00	4641.557	4651.402	4627.024	4640.801	11539	0	160
2026.02.02	09:00:00	4640.837	4658.247	4603.527	4646.654	16289	0	160
2026.02.02	09:15:00	4646.619	4699.950	4626.174	4689.988	14997	0	160
2026.02.02	09:30:00	4690.214	4713.825	4679.467	4688.221	16842	0	160
2026.02.02	09:45:00	4688.176	4731.393	4684.702	4719.534	15777	0	160
2026.02.02	10:00:00	4719.489	4733.958	4703.481	4730.465	12823	0	160
2026.02.02	10:15:00	4730.331	4731.166	4670.626	4682.951	14189	0	160
2026.02.02	10:30:00	4682.833	4698.406	4661.588	4673.802	11330	0	160
2026.02.02	10:45:00	4673.767	4712.207	4657.228	4705.748	11311	0	160
2026.02.02	11:00:00	4705.730	4749.657	4703.605	4749.141	10154	0	160
2026.02.02	11:15:00	4749.250	4760.446	4740.246	4753.224	13337	0	160
2026.02.02	11:30:00	4753.300	4779.034	4747.760	4772.829	11147	0	160
2026.02.02	11:45:00	4773.114	4779.711	4757.202	4765.857	9898	0	160
2026.02.02	12:00:00	4765.882	4776.861	4743.117	4763.043	14508	0	160
2026.02.02	12:15:00	4762.977	4790.393	4759.853	4777.838	8457	0	160
2026.02.02	12:30:00	4777.940	4797.522	4770.283	4797.323	8663	0	160
2026.02.02	12:45:00	4797.419	4812.462	4773.479	4794.221	12643	0	160
2026.02.02	13:00:00	4794.157	4803.908	4720.669	4782.947	24817	0	160
2026.02.02	13:15:00	4783.007	4794.333	4728.293	4739.577	21982	0	160
2026.02.02	13:30:00	4739.418	4742.277	4669.435	4685.917	23157	0	160
2026.02.02	13:45:00	4685.995	4722.497	4683.995	4706.167	16750	0	160
2026.02.02	14:00:00	4706.269	4738.854	4699.673	4726.462	15749	0	160
2026.02.02	14:15:00	4726.490	4730.010	4680.093	4721.370	14263	0	160
2026.02.02	14:30:00	4721.402	4794.395	4709.549	4754.166	26154	0	160
2026.02.02	14:45:00	4754.131	4762.467	4700.191	4719.174	26630	0	160
2026.02.02	15:00:00	4719.540	4745.564	4690.369	4711.816	21954	0	160
2026.02.02	15:15:00	4711.784	4727.286	4673.503	4681.279	25059	0	160
2026.02.02	15:30:00	4681.171	4704.830	4648.386	4675.862	25203	0	160
2026.02.02	15:45:00	4675.895	4677.873	4617.049	4619.963	22171	0	160
2026.02.02	16:00:00	4620.053	4704.410	4596.499	4697.351	20604	0	160
2026.02.02	16:15:00	4697.262	4708.739	4662.665	4671.661	18065	0	160
2026.02.02	16:30:00	4671.805	4688.934	4645.132	4669.420	16452	0	160
2026.02.02	16:45:00	4669.296	4676.927	4649.635	4665.750	11934	0	160
2026.02.02	17:00:00	4665.911	4714.137	4659.927	4707.603	11574	0	160
2026.02.02	17:15:00	4707.681	4713.577	4660.337	4667.517	10241	0	160
2026.02.02	17:30:00	4667.590	4688.137	4656.430	4674.733	10123	0	160
2026.02.02	17:45:00	4674.647	4688.846	4663.161	4674.072	9738	0	160
2026.02.02	18:00:00	4674.143	4674.314	4632.667	4635.920	13340	0	160
2026.02.02	18:15:00	4636.037	4646.958	4618.276	4632.217	16469	0	160
2026.02.02	18:30:00	4632.341	4674.160	4632.341	4657.147	10056	0	160
2026.02.02	18:45:00	4657.093	4671.906	4644.161	4657.936	7827	0	160
2026.02.02	19:00:00	4657.858	4662.229	4636.939	4647.182	8568	0	160
2026.02.02	19:15:00	4647.104	4654.524	4631.413	4643.771	6400	0	160
2026.02.02	19:30:00	4643.704	4699.840	4636.956	4694.490	8023	0	160
2026.02.02	19:45:00	4694.563	4712.940	4676.718	4685.389	10458	0	160
2026.02.02	20:00:00	4685.485	4700.636	4668.723	4692.564	9118	0	160
2026.02.02	20:15:00	4692.659	4692.659	4651.243	4670.547	10672	0	160
2026.02.02	20:30:00	4670.626	4692.736	4656.813	4680.531	9239	0	160
2026.02.02	20:45:00	4680.593	4682.330	4647.337	4652.257	13347	0	160
2026.02.02	21:00:00	4652.405	4676.848	4643.759	4675.101	5950	0	160
2026.02.02	21:15:00	4675.214	4687.352	4659.929	4681.120	5366	0	160
2026.02.02	21:30:00	4681.206	4686.308	4667.923	4669.356	5317	0	160
2026.02.02	21:45:00	4669.506	4672.775	4648.298	4658.154	5769	0	160
2026.02.02	23:00:00	4685.104	4723.388	4681.962	4718.527	5050	0	240
2026.02.02	23:15:00	4718.374	4763.456	4715.870	4738.094	6614	0	240
2026.02.02	23:30:00	4738.172	4750.586	4716.921	4731.690	5904	0	240
2026.02.02	23:45:00	4731.725	4775.102	4729.874	4774.148	3856	0	240
2026.02.03	00:00:00	4774.235	4796.594	4766.243	4787.138	8131	0	160
2026.02.03	00:15:00	4787.155	4829.280	4787.155	4819.798	8992	0	160
2026.02.03	00:30:00	4819.873	4831.097	4813.387	4821.284	8070	0	160
2026.02.03	00:45:00	4821.200	4827.661	4773.805	4780.290	9680	0	160
2026.02.03	01:00:00	4780.380	4830.808	4766.439	4829.620	19305	0	160
2026.02.03	01:15:00	4829.770	4856.689	4823.316	4853.464	15619	0	160
2026.02.03	01:30:00	4853.584	4856.919	4830.347	4845.681	13933	0	160
2026.02.03	01:45:00	4845.804	4850.635	4820.318	4841.551	10972	0	160
2026.02.03	02:00:00	4841.607	4842.133	4789.798	4801.078	14915	0	160
2026.02.03	02:15:00	4801.153	4801.816	4760.475	4772.933	12979	0	160
2026.02.03	02:30:00	4772.733	4787.472	4755.492	4755.492	15524	0	160
2026.02.03	02:45:00	4755.265	4784.500	4745.492	4783.209	12268	0	160
2026.02.03	03:00:00	4783.263	4794.330	4762.271	4768.388	12166	0	160
2026.02.03	03:15:00	4768.306	4780.436	4751.924	4773.483	10088	0	160
2026.02.03	03:30:00	4773.384	4811.943	4770.527	4805.158	7912	0	160
2026.02.03	03:45:00	4805.078	4813.398	4786.699	4809.275	7853	0	160
2026.02.03	04:00:00	4809.197	4825.019	4807.865	4815.647	6268	0	160
2026.02.03	04:15:00	4815.548	4819.204	4800.641	4806.236	6969	0	160
2026.02.03	04:30:00	4806.314	4825.390	4805.745	4820.219	6421	0	160
2026.02.03	04:45:00	4820.186	4824.983	4808.146	4809.128	3426	0	160
2026.02.03	05:00:00	4809.238	4821.419	4809.131	4813.016	4471	0	160
2026.02.03	05:15:00	4812.825	4842.027	4812.012	4839.653	3793	0	160
2026.02.03	05:30:00	4839.561	4839.921	4816.916	4820.993	10293	0	160
2026.02.03	05:45:00	4820.755	4830.398	4813.640	4825.097	7099	0	160
2026.02.03	06:00:00	4825.180	4849.210	4816.573	4843.319	7265	0	160
2026.02.03	06:15:00	4843.244	4875.251	4841.768	4871.459	8759	0	160
2026.02.03	06:30:00	4871.349	4893.581	4868.462	4891.262	9568	0	160
2026.02.03	06:45:00	4891.340	4894.325	4864.889	4881.147	12316	0	160
2026.02.03	07:00:00	4881.072	4893.394	4871.842	4893.303	6055	0	160
2026.02.03	07:15:00	4893.121	4901.841	4879.653	4900.149	5794	0	160
2026.02.03	07:30:00	4900.115	4933.697	4898.549	4921.595	6811	0	160
2026.02.03	07:45:00	4921.495	4927.523	4912.907	4917.091	5407	0	160
2026.02.03	08:00:00	4917.165	4932.489	4898.547	4928.264	6905	0	160
2026.02.03	08:15:00	4928.226	4942.051	4927.497	4936.445	6393	0	160
2026.02.03	08:30:00	4936.369	4949.853	4930.481	4935.752	5298	0	160
2026.02.03	08:45:00	4935.800	4938.712	4911.064	4912.498	5353	0	160
2026.02.03	09:00:00	4912.459	4924.033	4907.775	4916.179	6486	0	160
2026.02.03	09:15:00	4916.305	4916.366	4890.241	4891.321	7063	0	160
2026.02.03	09:30:00	4891.393	4922.428	4884.603	4921.346	5187	0	160
2026.02.03	09:45:00	4921.309	4926.136	4914.657	4916.119	3906	0	160
2026.02.03	10:00:00	4916.101	4929.864	4913.637	4922.923	3705	0	160
2026.02.03	10:15:00	4922.999	4923.078	4913.649	4914.264	3745	0	160
2026.02.03	10:30:00	4914.344	4923.745	4913.854	4919.911	4112	0	160
2026.02.03	10:45:00	4919.815	4923.972	4901.867	4902.434	3789	0	160
2026.02.03	11:00:00	4902.506	4912.509	4889.760	4906.582	4730	0	160
2026.02.03	11:15:00	4906.628	4909.964	4883.513	4901.186	5287	0	160
2026.02.03	11:30:00	4901.270	4919.390	4898.294	4909.654	3277	0	160
2026.02.03	11:45:00	4909.628	4917.530	4899.013	4916.915	4495	0	160
2026.02.03	12:00:00	4916.793	4936.284	4910.215	4925.009	6327	0	160
2026.02.03	12:15:00	4925.105	4926.108	4892.211	4902.627	5859	0	160
2026.02.03	12:30:00	4902.658	4919.482	4899.919	4911.996	5237	0	160
2026.02.03	12:45:00	4912.042	4918.534	4906.903	4913.763	4017	0	160
2026.02.03	13:00:00	4913.841	4930.681	4902.328	4928.679	10480	0	160
2026.02.03	13:15:00	4928.604	4939.191	4916.818	4934.062	10005	0	240
2026.02.03	13:30:00	4934.170	4941.949	4928.414	4941.505	8424	0	240
2026.02.03	13:45:00	4941.679	4951.018	4920.694	4932.677	8023	0	160
2026.02.03	14:00:00	4932.850	4936.407	4917.614	4924.151	9231	0	160
2026.02.03	14:15:00	4924.072	4925.246	4896.224	4924.868	8677	0	160
2026.02.03	14:30:00	4924.947	4928.957	4893.569	4918.131	15119	0	160
2026.02.03	14:45:00	4918.033	4930.110	4909.919	4917.282	12620	0	160
2026.02.03	15:00:00	4916.927	4948.309	4904.517	4936.123	11527	0	240
2026.02.03	15:15:00	4936.253	4943.051	4908.031	4925.077	11733	0	160
2026.02.03	15:30:00	4925.117	4929.032	4907.739	4923.679	10718	0	160
2026.02.03	15:45:00	4923.746	4935.776	4918.521	4935.441	6855	0	160
2026.02.03	16:00:00	4935.346	4945.915	4929.939	4944.061	6280	0	160
2026.02.03	16:15:00	4944.133	4980.700	4941.320	4973.065	9016	0	240
2026.02.03	16:30:00	4972.831	4993.736	4964.113	4980.764	9215	0	160
2026.02.03	16:45:00	4981.004	4983.293	4951.970	4955.650	10670	0	160
2026.02.03	17:00:00	4955.536	4962.585	4923.305	4944.039	15589	0	240
2026.02.03	17:15:00	4943.953	4969.718	4936.844	4948.658	11788	0	240
2026.02.03	17:30:00	4948.746	4964.963	4913.498	4921.656	12656	0	160
2026.02.03	17:45:00	4921.562	4948.351	4907.260	4929.116	12735	0	160
2026.02.03	18:00:00	4928.993	4954.031	4926.352	4943.316	10217	0	160
2026.02.03	18:15:00	4943.405	4948.529	4904.649	4908.735	11824	0	160
2026.02.03	18:30:00	4908.821	4918.225	4884.973	4906.182	14452	0	160
2026.02.03	18:45:00	4906.101	4915.185	4891.348	4908.462	8482	0	160
2026.02.03	19:00:00	4908.540	4917.913	4880.340	4915.909	9394	0	160
2026.02.03	19:15:00	4916.002	4933.664	4914.511	4930.286	9918	0	160
2026.02.03	19:30:00	4930.186	4948.917	4922.026	4940.589	8034	0	160
2026.02.03	19:45:00	4940.507	4942.289	4916.024	4927.250	9111	0	160
2026.02.03	20:00:00	4927.176	4927.337	4902.293	4920.903	7538	0	160
2026.02.03	20:15:00	4920.981	4942.127	4911.975	4939.112	5477	0	160
2026.02.03	20:30:00	4939.188	4956.866	4937.659	4951.697	5478	0	160
2026.02.03	20:45:00	4951.771	4956.788	4932.617	4944.594	8248	0	160
2026.02.03	21:00:00	4944.532	4964.381	4938.046	4958.141	4222	0	160
2026.02.03	21:15:00	4958.105	4958.685	4942.673	4951.123	2097	0	240
2026.02.03	21:30:00	4951.001	4958.411	4935.284	4940.186	2601	0	240
2026.02.03	21:45:00	4940.245	4947.083	4933.586	4946.436	2097	0	240
2026.02.03	23:00:00	4958.639	4972.109	4909.570	4932.481	5084	0	240
2026.02.03	23:15:00	4932.486	4944.717	4920.540	4923.932	4349	0	240
2026.02.03	23:30:00	4923.856	4950.050	4920.943	4948.579	3529	0	240
2026.02.03	23:45:00	4948.779	4955.081	4939.680	4947.177	3426	0	160
2026.02.04	00:00:00	4947.389	4987.889	4945.691	4986.806	6274	0	240
2026.02.04	00:15:00	4986.883	4999.762	4978.367	4981.588	8152	0	240
2026.02.04	00:30:00	4981.496	4994.158	4968.672	4986.735	8303	0	240
2026.02.04	00:45:00	4986.834	5016.197	4986.672	5015.604	5764	0	240
2026.02.04	01:00:00	5015.609	5053.282	4984.947	5051.109	15719	0	240
2026.02.04	01:15:00	5050.963	5053.383	5031.266	5037.295	9447	0	240
2026.02.04	01:30:00	5037.403	5039.401	5010.854	5032.182	8735	0	240
2026.02.04	01:45:00	5032.193	5050.187	5028.091	5046.435	5091	0	240
2026.02.04	02:00:00	5046.555	5065.467	5046.555	5059.913	4550	0	240
2026.02.04	02:15:00	5059.747	5064.850	5052.746	5057.999	4127	0	240
2026.02.04	02:30:00	5057.882	5061.970	5038.876	5060.686	5274	0	240
2026.02.04	02:45:00	5060.717	5061.035	5035.612	5040.484	5502	0	240
2026.02.04	03:00:00	5040.372	5056.431	5036.306	5049.531	5505	0	240
2026.02.04	03:15:00	5049.449	5054.661	5039.166	5052.071	4800	0	240
2026.02.04	03:30:00	5052.181	5072.270	5051.388	5062.740	3683	0	240
2026.02.04	03:45:00	5062.728	5073.554	5061.361	5069.922	2330	0	240
2026.02.04	04:00:00	5070.008	5074.001	5062.586	5072.802	2209	0	240
2026.02.04	04:15:00	5072.728	5073.982	5056.232	5061.921	3054	0	240
2026.02.04	04:30:00	5061.963	5072.888	5060.398	5071.862	1842	0	240
2026.02.04	04:45:00	5071.812	5081.271	5071.221	5080.471	1821	0	240
2026.02.04	05:00:00	5080.457	5083.717	5076.653	5082.847	2662	0	240
2026.02.04	05:15:00	5083.008	5085.462	5078.579	5080.114	1753	0	240
2026.02.04	05:30:00	5080.120	5086.656	5069.210	5081.276	5045	0	240
2026.02.04	05:45:00	5081.349	5090.265	5077.055	5079.597	3781	0	240
2026.02.04	06:00:00	5079.675	5082.926	5055.997	5059.384	5349	0	240
2026.02.04	06:15:00	5059.464	5068.282	5051.114	5054.657	4811	0	240
2026.02.04	06:30:00	5054.620	5070.872	5053.751	5070.512	4785	0	240
2026.02.04	06:45:00	5070.388	5079.832	5067.463	5076.585	3932	0	240
2026.02.04	07:00:00	5076.510	5082.387	5063.040	5063.295	3503	0	240
2026.02.04	07:15:00	5063.319	5089.330	5062.173	5089.290	3052	0	240
2026.02.04	07:30:00	5089.231	5090.703	5066.792	5080.587	3449	0	240
2026.02.04	07:45:00	5080.500	5091.396	5080.162	5084.685	2437	0	240
2026.02.04	08:00:00	5084.601	5091.855	5074.869	5077.570	3081	0	240
2026.02.04	08:15:00	5077.437	5087.621	5076.699	5084.188	2463	0	240
2026.02.04	08:30:00	5084.114	5085.146	5068.676	5079.232	4467	0	240
2026.02.04	08:45:00	5079.204	5085.120	5071.469	5083.416	2773	0	240
2026.02.04	09:00:00	5083.565	5086.896	5067.944	5069.010	4426	0	240
2026.02.04	09:15:00	5069.305	5069.305	5053.490	5056.920	4478	0	240
2026.02.04	09:30:00	5057.013	5066.007	5042.818	5057.566	4553	0	240
2026.02.04	09:45:00	5057.450	5064.508	5047.417	5060.088	3631	0	240
2026.02.04	10:00:00	5060.183	5064.229	5047.781	5053.868	3550	0	240
